User,Tweet ID,Date Created,Source of Tweet,Tweet,labelling,tweet2
IndonesiaGaruda,1.5786252432659333e+18,2022-10-08 05:56:02+00:00,Sociomedio Pro Enterprise,@tiyadiran Mohon maaf atas ketidaknyamanan yang Anda alami. Hal ini akan kami evaluasikan guna perbaikan dan peningkatan kualitas pelayanan kami ke depannya. Semoga hal ini tidak terulang kembali pada penerbangan Anda berikutnya bersama Garuda Indonesia. - Lea,0.0,mohon maaf atas ketidaknyamanan yang anda alami hal ini akan kami evaluasikan guna perbaikan dan peningkatan kualitas pelayanan kami ke depannya semoga hal ini tidak terulang kembali pada penerbangan anda berikutnya bersama garuda indonesia lea
IndonesiaGaruda,1.4781731967591465e+18,2022-01-04 01:15:27+00:00,Socio Enterprise,@tonaytoni1 Dengan senang hati kami akan selalu memberikan pelayanan terbaik kepada seluruh penumpang Garuda Indonesia. Sehat selalu juga untuk Anda dan keluarga :) - Kylie,2.0,dengan senang hati kami akan selalu memberikan pelayanan terbaik kepada seluruh penumpang garuda indonesia sehat selalu juga untuk anda dan keluarga kylie
Edqbal,1.5829112356115948e+18,2022-10-20 01:47:02+00:00,Twitter for Android,"@txtfrombrand Sekelas arilasso pake batik.
GARUDA lah mas.
On time, pelayanan kelas. 
Cuma beda 300-500rb aja pun.",2.0,sekelas arilasso pake batik garuda lah mas on time pelayanan kelas cuma beda aja pun
CherylTanzil,1.5647871726951014e+18,2022-08-31 01:28:28+00:00,Twitter for iPhone,@ulinyusron @Citilink Wow! Kalo Garuda juga turun bgt pelayanan. Earphone sering rusak. Ganti sekian kali belum tentu dpt yg bener. AC cabin saat nunggu boarding ga nyala. Tgl 27 Jkt-Srbaya malah udah duduk harus turun lagi krn ada masalah mesin. Tapi semua crew &amp; staff juara. Ramah &amp; bikin tenang.,0.0,wow kalo garuda juga turun bgt pelayanan earphone sering rusak ganti sekian kali belum tentu dpt yg bener ac cabin saat nunggu boarding ga nyala tgl jktsrbaya malah udah duduk harus turun lagi krn ada masalah mesin tapi semua crew amp staff juara ramah amp bikin tenang
IndonesiaGaruda,1.512253612256559e+18,2022-04-08 02:18:52+00:00,Socio Enterprise,"@wiraturnip Kami memohon maaf atas ketidaknyamanannya, hal ini akan menjadi evaluasi bagi kami guna perbaikan dan peningkatan kualitas pelayanan ke depannya. Tidak lupa kami ucapkan terima kasih karena telah memilih Garuda Indonesia sebagai partner penerbangan Anda. - Lea",0.0,kami memohon maaf atas ketidaknyamanannya hal ini akan menjadi evaluasi bagi kami guna perbaikan dan peningkatan kualitas pelayanan ke depannya tidak lupa kami ucapkan terima kasih karena telah memilih garuda indonesia sebagai partner penerbangan anda lea
ok_harry,1.537972932152279e+18,2022-06-18 01:38:15+00:00,Twitter Web App,Apakah senyaman ini pelayanan BUMN kelas dunia dari Garuda Indonesia? https://t.co/QFyYL8DlLS,2.0,apakah senyaman ini pelayanan bumn kelas dunia dari garuda indonesia
vladizya,1.5191916970745528e+18,2022-04-27 05:48:20+00:00,Twitter for iPhone,"Baru mau coba beli Garuda Kencana Batik kemudian ai sudah mara2, jauh lebih baik pelayanan Batik Pribadi, ini rasanya mau berkomentar di IG nya Garuda Kencana Batik, jawab pakai ""😁"" sama customer itu gak sopaan tauuuuu https://t.co/qZzoMsflAU",0.0,baru mau coba beli garuda kencana batik kemudian ai sudah jauh lebih baik pelayanan batik pribadi ini rasanya mau berkomentar di ig nya garuda kencana batik jawab pakai 😁 sama customer itu gak sopaan tauuuuu
KompasEkonomi,1.4800713497038848e+18,2022-01-09 06:58:02+00:00,KompasEkonomi,"Berikan Pelayanan Maksimal, Intip Gaji Pramugari Garuda Indonesia https://t.co/RDyn2QEnk7",2.0,berikan pelayanan maksimal intip gaji pramugari garuda indonesia
kumham_aceh,1.4960749277826253e+18,2022-02-22 10:50:33+00:00,Twitter for Android,"Berlangsung di Aula Bangsal Garuda, kegiatan ini diikuti pula oleh Kepala Divisi Administrasi; Rakhmat Renaldy, Kepala Divisi Pelayanan Hukum dan HAM;Sasmita, sejumlah pejabat struktural, dan seluruh peserta lainnya. (Kemenkumham Aceh) https://t.co/YL70Lw7bJo",1.0,berlangsung di aula bangsal garuda kegiatan ini diikuti pula oleh kepala divisi administrasi rakhmat renaldy kepala divisi pelayanan hukum dan hamsasmita sejumlah pejabat struktural dan seluruh peserta lainnya kemenkumham aceh
Barantan_RI,1.5417566216295342e+18,2022-06-28 12:13:17+00:00,Twitter for Android,"Bertindak sebagai auditor, PT. Garuda Sertifikasi Indonesia (GSI) melakukan remote audit surveilans penerapan Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016 di ruang lingkup pelayanan sertifikasi @KarantinaTBK. https://t.co/wNmPKxbEzG",1.0,bertindak sebagai auditor pt garuda sertifikasi indonesia gsi melakukan remote audit surveilans penerapan sistem manajemen anti penyuapan smap iso di ruang lingkup pelayanan sertifikasi
BKIPMManado,1.4931646437322342e+18,2022-02-14 10:06:07+00:00,Twitter for Android,"Bincang Santai ini dipimpin langsung oleh Kepala BKIPM Manado (Muhlin, S.Pi,https://t.co/FI70Z19qkm) dan turut hadir antara lain Kadis KP Sulut, Kadis Perindag Sulut, Kakan Pelayanan Bea Cukai Manado, GM Garuda Indonesia Cab. Manado, Ketua IPP Sulut dan para Eksportir. 
@Muhlin21 https://t.co/TI3gi9gDJr",1.0,bincang santai ini dipimpin langsung oleh kepala bkipm manado muhlin spi dan turut hadir antara lain kadis kp sulut kadis perindag sulut kakan pelayanan bea cukai manado gm garuda indonesia cab manado ketua ipp sulut dan para eksportir
Jjh1428_,1.514536231442346e+18,2022-04-14 09:29:10+00:00,Twitter for Android,"Cukup sabar banget sama pelayanan jasa di indonesia, kalau masalah uang fee dll paling mau gede buanggett makin naikk, giliran ditanya kekgini saling lempar mslh🙂 org nanya kalian itu butuh solusi atau mencari letak kesalahanny bukan lempar sana sini @PosIndonesia @garuda_cargo https://t.co/MpPZU3laTx",0.0,cukup sabar banget sama pelayanan jasa di indonesia kalau masalah uang fee dll paling mau gede buanggett makin naikk giliran ditanya kekgini saling lempar mslh🙂 org nanya kalian itu butuh solusi atau mencari letak kesalahanny bukan lempar sana sini
IndonesiaSuar,1.5546579078951483e+18,2022-08-03 02:38:24+00:00,WordPress.com,DIPERIKSA Perkara di PT Garuda Terhadap Dua Direktur Pelayanan dan Seorang Direktur SDM https://t.co/NpiFSVUTCQ,0.0,diperiksa perkara di pt garuda terhadap dua direktur pelayanan dan seorang direktur sdm
bp2mi_ri,1.5035555887850086e+18,2022-03-15 02:16:01+00:00,Twitter for iPhone,"Dengan adanya Nota Kesepahaman tersebut, Garuda Indonesia diharapkan dapat memberikan pelayanan bagi Pekerja Migran Indonesia (PMI), baik dari sisi pemberangkatan dan kepulangan PMI.",2.0,dengan adanya nota kesepahaman tersebut garuda indonesia diharapkan dapat memberikan pelayanan bagi pekerja migran indonesia pmi baik dari sisi pemberangkatan dan kepulangan pmi
KATADATAcoid,1.55506859153553e+18,2022-08-04 05:50:18+00:00,Hootsuite Inc.,"Garuda Indonesia menilai, peniadaan tarif Pelayanan Jasa Pendaratan, Penempatan, dan Penyimpanan Pesawat Udara atau PJP4U akan berdampak positif bagi maskapai.

 https://t.co/LYpeSsNnRZ",2.0,garuda indonesia menilai peniadaan tarif pelayanan jasa pendaratan penempatan dan penyimpanan pesawat udara atau akan berdampak positif bagi maskapai
antaranews,1.5731447406228972e+18,2022-09-23 02:58:28+00:00,Twitter for iPhone,"Garuda akan menambah hari pelayanan penerbangan langsung Jakarta-Kuala Lumpur dan rute sebaliknya mulai 27 September nanti. 

https://t.co/0mQDlNJYkW",1.0,garuda akan menambah hari pelayanan penerbangan langsung jakartakuala lumpur dan rute sebaliknya mulai september nanti
alineadotid,1.489202025858736e+18,2022-02-03 11:40:05+00:00,Alinea.id,"Garuda buka pelayanan cargo ekspor produk olahan laut
https://t.co/lkHGeLiQD8 https://t.co/gPYpsvl8ag",1.0,garuda buka pelayanan cargo ekspor produk olahan laut
3750MHz,1.5272192674598994e+18,2022-05-19 09:27:02+00:00,Twitter for iPhone,"Gue seneng dream naik garuda, pelayanan garuda the best sih paraaah, gue dulu cuma anak magang aja brasa spesial bangettt. Nyaman yaaa guyss",2.0,gue seneng dream naik garuda pelayanan garuda the best sih paraaah gue dulu cuma anak magang aja brasa spesial bangettt nyaman yaaa guyss
prierik,1.5507296187341947e+18,2022-07-23 06:28:46+00:00,Twitter for Android,"Halo @garuda_cargo , kok pelayanan kalian sekarang makin buruk ya?
Kemarin tgl 22 Juli  kirim barang tujuan Pekanbaru.
Di sistem dibuat space tersedia buat GA 176, saya booking.
Tau2 gak berangkat sampai sekarang. Besok baru di jadwalkan lg.
Gimana ni pak @erickthohir",0.0,halo kok pelayanan kalian sekarang makin buruk ya kemarin tgl juli kirim barang tujuan pekanbaru di sistem dibuat space tersedia buat ga saya booking gak berangkat sampai sekarang besok baru di jadwalkan lg gimana ni pak
dhonny_once,1.4866121210350346e+18,2022-01-27 08:08:44+00:00,Twitter Web App,"IDXChannel - Komisi Pemberantasan Korupsi (KPK) berencana menghadirkan mantan Pramugari cantik Garuda Indonesia, Siwi Widi Purwanti dalam sidang lanjutan perkara dugaan suap dengan terdakwa mantan Kepala Kantor Pelayanan Pajak (KPP) Bantaeng, Sulawesi Selatan, Wawan Ridwan (WR).",0.0,idxchannel komisi pemberantasan korupsi kpk berencana menghadirkan mantan pramugari cantik garuda indonesia siwi widi purwanti dalam sidang lanjutan perkara dugaan suap dengan terdakwa mantan kepala kantor pelayanan pajak kpp bantaeng sulawesi selatan wawan ridwan wr
soloposdotcom,1.4782450693123318e+18,2022-01-04 06:01:03+00:00,dlvr.it,"Jalani Proses PKPU, Garuda Pastikan Pelayanan Penerbangan Tetap Normal https://t.co/bSE9KzKLV6",1.0,jalani proses pkpu garuda pastikan pelayanan penerbangan tetap normal
Barantan_RI,1.5634081587896197e+18,2022-08-27 06:08:46+00:00,Twitter for Android,"Jalin Sinergi, Karantina Pertanian Jambi Terima Kunjungan PT. Garuda Indonesia

Upaya menjalin sinergi dan kolaborasi dengan instansi dalam meningkatkan pelayanan bagi pengguna jasa terus dilakukan. @karantinajambi menerima kunjungan dari PT. Garuda Indonesia pada Selasa (23/08). https://t.co/r0cEgVecpI",1.0,jalin sinergi karantina pertanian jambi terima kunjungan pt garuda indonesia upaya menjalin sinergi dan kolaborasi dengan instansi dalam meningkatkan pelayanan bagi pengguna jasa terus dilakukan menerima kunjungan dari pt garuda indonesia pada selasa
retnowilis,1.5576125952257106e+18,2022-08-11 06:19:16+00:00,Twitter for iPhone,"Kemaren ke bali alhamdulillah naik garuda indonesia, lumayan lagi ada diskon via travel agen. Trus ngerasainlah bedanya pelayanan sama maskapai lain. Baru jalan di lorong mau masuk garbarata, uda disapa bolak balik “selamat pagi” pake senyum ramah. Kan jadi senang 😂",2.0,kemaren ke bali alhamdulillah naik garuda indonesia lumayan lagi ada diskon via travel agen trus ngerasainlah bedanya pelayanan sama maskapai lain baru jalan di lorong mau masuk garbarata uda disapa bolak balik “selamat pagi” pake senyum ramah kan jadi senang 😂
dkpjateng,1.481493421487706e+18,2022-01-13 05:08:51+00:00,Twitter for iPhone,"Kepala Dinas Kelautan dan Perikanan Provinsi Jawa Tengah menghadiri acara Penerbangan Perdana Khusus Kargo Garuda Indonesia Rute Langsung Semarang-Singapura, sekaligus kegiatan Pelayanan Penerbitan HC Ekspor.(13/01) https://t.co/IxjGyCFEUO",1.0,kepala dinas kelautan dan perikanan provinsi jawa tengah menghadiri acara penerbangan perdana khusus kargo garuda indonesia rute langsung semarangsingapura sekaligus kegiatan pelayanan penerbitan hc
akukanjagoan,1.5236508328051548e+18,2022-05-09 13:07:21+00:00,Twitter for Android,"Kok gini sih pelayanan maskapai di negara ku....i'm just thinking about my dad:( dikira garuda dah trusted taunya....Ya Allah
Mbak sabar ya, smg hal kyk gini gak terulang lagi buat mbak dan yg lainnya, aamiin🤲 https://t.co/AoMMQd6E4V",0.0,kok gini sih pelayanan maskapai di negara kuim just thinking about my dad dikira garuda dah trusted taunyaya allah mbak sabar ya smg hal kyk gini gak terulang lagi buat mbak dan yg lainnya aamiin🤲
voidotid,1.5267922032676127e+18,2022-05-18 05:10:02+00:00,VOI.ID,Maskapai Garuda Indonesia memberikan harga khusus kelebihan bagasi bagi penumpang dari Kuala Lumpur ke Jakarta dan melanjutkan ke berbagai daerah di Indonesia dalam rangka meningkatkan pelayanan kepada calon pelanggan dan pelanggan. https://t.co/0EQNvJVj0o,1.0,maskapai garuda indonesia memberikan harga khusus kelebihan bagasi bagi penumpang dari kuala lumpur ke jakarta dan melanjutkan ke berbagai daerah di indonesia dalam rangka meningkatkan pelayanan kepada calon pelanggan dan pelanggan
Anissabigwin,1.583058650066989e+18,2022-10-20 11:32:48+00:00,Twitter for Android,Mecima adl contoh nyata beli tiket harga Garuda tp pelayanan Lion Air,0.0,mecima adl contoh nyata beli tiket harga garuda tp pelayanan lion air
KemenBUMN,1.5340946230897664e+18,2022-06-07 08:47:14+00:00,Twitter for Android,"Oleh karena itu, Erick sejak awal meminta AP II dan Garuda Indonesia memberikan pelayanan maksimal berupa jalur khusus dan juga lounge. Menteri Erick menilai hal ini juga menjadi arahan dari Presiden Joko Widodo.",1.0,oleh karena itu erick sejak awal meminta ap ii dan garuda indonesia memberikan pelayanan maksimal berupa jalur khusus dan juga lounge menteri erick menilai hal ini juga menjadi arahan dari presiden joko widodo
dyo_uchi,1.5388671290798694e+18,2022-06-20 12:51:28+00:00,Twitter for Android,"Pas dah naik ku kira semua pesawat bakal kek Lion, pas naik Batik, ""Loh?""
Pantesan banyak yang suka naik Garuda karna pasti pelayanan dan pesawat nya lebih oke",2.0,pas dah naik ku kira semua pesawat bakal kek lion pas naik batik loh pantesan banyak yang suka naik garuda karna pasti pelayanan dan pesawat nya lebih oke
tori_juliarti,1.578202377060225e+18,2022-10-07 01:55:42+00:00,Twitter for iPhone,Pelayanan Garuda Indonesia masih yang terbaik 😹😹,2.0,pelayanan garuda indonesia masih yang terbaik 😹😹
klikwarta_com,1.5758471621302436e+18,2022-09-30 13:56:55+00:00,Twitter Web App,Pemprov Bengkulu Dukung Optimalisasi Pelayanan Maskapai Garuda Indonesia https://t.co/yXifDIhMNp,2.0,pemprov bengkulu dukung optimalisasi pelayanan maskapai garuda indonesia
tentratuhan,1.5239800879131156e+18,2022-05-10 10:55:41+00:00,Twitter for Android,"Penerbangan hampir 2 jam @IndonesiaGaruda cuma kasih roti harga 4 ribuan dan aqua 330ml itu keterlaluan! Pelayanan bagus tanpa makanan yg layak, orang malas naik Garuda CC @KemenBUMN @erickthohir https://t.co/SM0ftq0mS0",0.0,penerbangan hampir jam cuma kasih roti harga ribuan dan aqua itu keterlaluan pelayanan bagus tanpa makanan yg layak orang malas naik garuda cc
Saptasebayang,1.5238351450477937e+18,2022-05-10 01:19:44+00:00,Twitter for Android,"Perusahaan segaban Garuda, lalai penuhi pelayanan terbaik bagi pelanggan adalah kebobrokan yang susah dipahami. https://t.co/VjuhPBhvoM",0.0,perusahaan segaban garuda lalai penuhi pelayanan terbaik bagi pelanggan adalah kebobrokan yang susah dipahami
AkhmadAlidrus2,1.5678382845582664e+18,2022-09-08 11:32:30+00:00,Twitter for Android,"Pesawat Garuda notabene BUMN, tdk dapat/mampu atau tidak boleh terbang....??? Sehingga tidak mampu memberi pelayanan umroh setelah covid..., pesawat swasta berpesta... Ada apa ini..? Pak eric baik baik aja kan
""Seluruh pesawat Garuda calcel flights"" Konsumen terlantar",0.0,pesawat garuda notabene bumn tdk dapatmampu atau tidak boleh terbang sehingga tidak mampu memberi pelayanan umroh setelah covid pesawat swasta berpesta ada apa ini pak eric baik baik aja kan seluruh pesawat garuda calcel flights konsumen terlantar
aditya_pwn,1.523463042477953e+18,2022-05-09 00:41:08+00:00,Twitter for Android,"Pilihan utk penerbangan domestik sedikit banget ya, cuma ada grup singa dan garuda, konsumen klo mau harga ekonomis terpaksa pilih grup singa dengan konsekuensi pelayanan yg jelek, mau naik garuda selisih harganya lumayan jauh",0.0,pilihan utk penerbangan domestik sedikit banget ya cuma ada grup singa dan garuda konsumen klo mau harga ekonomis terpaksa pilih grup singa dengan konsekuensi pelayanan yg jelek mau naik garuda selisih harganya lumayan jauh
GTRoulette,1.5830570436234076e+18,2022-10-20 11:26:25+00:00,Twitter Web App,"Positioning selevel Garuda, tapi pelayanan dan kondisi kursi juga fasilitas hiburan masih di bawah Garuda. https://t.co/sZu8f1abmi",0.0,positioning selevel garuda tapi pelayanan dan kondisi kursi juga fasilitas hiburan masih di bawah garuda
AndySukmaLubis,1.5795164312299397e+18,2022-10-10 16:57:17+00:00,Twitter for iPhone,"Sebagai yang suka banget kalau pas terbang pakai Garuda, sekarang bedanya di makanan dan minumannya aja. Dulu juice, susu, flight magazine garuda dan menu makannya, sesuatu. Karena penghematan, bagian itu yang kini tak lagi sama spt dulu. Kalau pelayanan, tak berubah 👌 https://t.co/ymM09oRZyZ",0.0,sebagai yang suka banget kalau pas terbang pakai garuda sekarang bedanya di makanan dan minumannya aja dulu juice susu flight magazine garuda dan menu makannya sesuatu karena penghematan bagian itu yang kini tak lagi sama spt dulu kalau pelayanan tak berubah 👌
kirimaja_id,1.5423752269313106e+18,2022-06-30 05:11:24+00:00,Twitter Web App,Sejak 1973 Aerowisata hadir sebagai bagian dari keluarga besar Garuda Indonesia yang memberikan pelayanan mulai dari berbagai macam sektor hingga logistik. KirimAja bangga bertumbuh bersama dan berkomitmen untuk terus meningkatkan pelayanan terbaik. Selamat ulang tahun Aerowisata https://t.co/vIhXzhJdpu,1.0,sejak aerowisata hadir sebagai bagian dari keluarga besar garuda indonesia yang memberikan pelayanan mulai dari berbagai macam sektor hingga logistik kirimaja bangga bertumbuh bersama dan berkomitmen untuk terus meningkatkan pelayanan terbaik selamat ulang tahun aerowisata
